score,criteriaScore,programmingLanguage,creationTime,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#golf|count=1693|time=2020-04-22T00:43:30
100,58,Javascript,1583368730000,1483723,d-s-x,RU,4980051025170,
100,59,Javascript,1567946828000,154372,Plopx,FR,7959085736890,
100,60,Javascript,1567946828000,3373064,Archemiro,CO,29836421267053,
100,60,Javascript,1567946828000,2323725,GMartigny,FR,24456305576601,
100,60,Javascript,1567946828000,1390607,GoperJohn,UA,67601821029462,
100,60,Javascript,1567946828000,1178276,Jerome_95,FR,19999067509724,
100,60,Javascript,1567946828000,1534273,Jooraz,PL,5835893270083,
100,60,Javascript,1567946828000,1629259,Marchete,ES,61997162908277,
100,60,Javascript,1567946828000,331880,Monstruo,MX,16575963540770,
100,60,Javascript,1567946828000,351062,Neumann,FR,17173563008577,
100,60,Javascript,1567946828000,1202933,NullOps,AU,13683198089751,
100,60,Javascript,1567946828000,1250366,Ookami,TR,9293970212210,
100,60,Javascript,1567946828000,2418256,Pobrodilin,FI,,
100,60,Javascript,1567946828000,1399382,Regulus136,FR,4335723819637,
100,60,Javascript,1567946828000,233627,SlipOne,HU,4994821803578,
100,60,Javascript,1567946828000,1055481,TerenceTsang,HK,4140409655381,
100,60,Javascript,1567946828000,1353795,TheCrucial,PL,18581166493021,
100,60,Javascript,1567946828000,2438065,Wiljam,FI,60213703884300,
100,60,Javascript,1567946828000,3048146,alexhulbert,US,,
100,60,Javascript,1567946828000,1675034,francois,FR,15464459859531,
100,60,Javascript,1567946828000,1759335,metahom,AE,40546489176319,
100,60,Javascript,1567946828000,1093968,milosMATRIXrepic,RS,78180568348596,
100,60,Javascript,1567946828000,2553302,mmottet,FR,18061071472251,
100,60,Javascript,1567946828000,1654818,tarapitha,EE,79401682508715,
100,60,Javascript,1567946828000,513549,y0p,FR,,
100,60,Javascript,1567946828000,1853956,yoannk,FR,108956788280248,
100,60,Javascript,1568521208000,1923902,gkalpak,GR,33993501409918,
100,60,Javascript,1571704865000,2288263,dbdr,UA,43448306132121,
100,60,Javascript,1573864713000,1626913,AdrienTurmo,FR,7339608490797,
100,60,Javascript,1574296239000,1244685,dorion,FR,21623788646587,
100,60,Javascript,1574556794000,3510173,Reinis-Mazeiks,LV,37663464036857,
100,60,Javascript,1575333162000,2565497,vladislao,RU,18197468031147,
100,60,Javascript,1576978174000,2923506,darkhorse64,FR,23496414257567,
100,60,Javascript,1582597667000,717196,NWDD,ES,,
100,60,Javascript,1586827830000,334009,abouvier,FR,4681436111242,
100,60,Javascript,1587438241000,2837454,Inc_,DE,22024624258996,
100,60,Javascript,1587438241000,3730057,Maxtreme,DE,42314728539566,
100,61,Javascript,1567946828000,1906719,ArpadDravecz,HU,11710900308045,
100,61,Javascript,1567946828000,155887,BanBan,FR,8230051407070,
100,61,Javascript,1567946828000,482445,BogdanSavchenko,UA,9319024256259,
