league.divisionIndex,score,programmingLanguage,creationTime,agentId,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#multi|count=1|time=2025-01-10T04:10:35
1,11.66,Ruby,1639955189323,3942868,1669395,EmilienMottet,FR,23264813050127,
