league.divisionIndex,score,programmingLanguage,creationTime,agentId,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#multi|count=1|time=2024-04-17T04:09:10
0,26.9,Rust,1665331083898,4486038,973040,papyjo,FR,15696776172839,
