league.divisionIndex,score,programmingLanguage,creationTime,agentId,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#multi|count=2|time=2024-01-01T04:08:08
2,11.56,Perl,1665540128337,4488904,2325449,otpv,CA,36646766447960,
1,16.17,Perl,1587392240546,2823186,1086214,bor,UA,2314950405832,
