score,criteriaScore,programmingLanguage,creationTime,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#optim|count=79|time=2020-02-22T00:47:31
100,444,Rust,1581727174000,2288263,dbdr,UA,43448306132121,
100,353,C++,1581815559000,3354337,Westicles,CX,79146641399080,
100,335,PHP,1581815559000,1629259,Marchete,ES,61997162908277,
100,224,PHP,1581815559000,1344487,UnnamedCodinGamer,CH,106180221086495,
100,214,PHP,1579739745000,1607522,RoboStac,GB,11333369102997,
100,208,PHP,1580603442000,2522090,MSmits,NL,17784428403916,
100,169,PHP,1581641166000,3165536,barbora,SK,44036705103292,
100,139,PHP,1580776926000,1500515,eulerscheZahl,DE,43135502422075,
100,137,PHP,1578961821000,1378958,Illedan,NO,16222515698472,
100,98,PHP,1582159710000,3533119,wlesavo,RU,44695284080274,
100,95,PHP,1580603442000,3457031,YurkovAS,RU,33020204289704,
100,88,PHP,1582332451000,490588,Uljahn,RU,23956705948685,
100,80,C,1580689820000,2924895,trictrac,FR,23056996012330,
100,70,C++,1581986228000,2311105,kovi,HU,20774306904131,
100,69,PHP,1581035788000,338469,-___-,FR,35472269132292,
100,67,C++,1581123999000,2786666,TetraktysPhi,FR,20818693590142,
100,64,PHP,1580949098000,1489865,EricSMSO,FR,10005277870281,
100,60,PHP,1581123999000,1457162,JFB,PL,12110108490250,
100,53,Haskell,1581381019000,512097,Stilgart,FR,69893904259383,
100,52,Python3,1578876256000,3136787,jacek,PL,75369242083208,
100,52,PHP,1580603442000,155774,dwarfie,FR,17785582865119,
100,52,PHP,1580689820000,925695,Boulet,FR,29121141951376,
100,52,PHP,1581035788000,1479930,LeRenard,FR,40384564000700,
100,51,PHP,1581901348000,1066745,JohnRambo,FR,107574148016271,
100,50,Lua,1579153312000,3564009,Waffle3z,US,44751789808331,
100,47,PHP,1582332451000,862919,Astrobytes,GB,60413902297900,
100,45,PHP,1578790330000,2416641,Zenoscave,US,16732569385856,
100,43,Python3,1578876256000,1753077,codingWhale,DE,44660101966182,
100,43,PHP,1581381019000,862336,Zaphus,AU,44601741841370,
100,38,PHP,1580258045000,1464932,Tiramon,DE,12287237914571,
100,33,C++,1578702616000,2077805,bamilan,HU,,
100,32,C,1580171415000,973040,papyjo,FR,15696776172839,
100,27,PHP,1578961821000,1766181,jantorestolsvik,NO,19418095757370,
100,27,PHP,1581641166000,1861258,Nazdhun,DE,11477900555178,
100,27,PHP,1581986228000,2451652,code_of_the_dead,FR,18798469788923,
100,26,C,1580776926000,3657893,aAardvark,FR,39876584683958,
100,25,C#,1581035788000,2069141,tomeko,PL,13370027887052,
100,24,PHP,1578790330000,1436776,BrainSolver,FR,10099178983053,
100,24,Python3,1580776926000,1272263,Caled,AU,8662053656720,
100,24,Java,1582332451000,2436448,FrancoisMeme,FR,62658720056908,
100,22,PHP,1578702616000,2508635,hemhel,FR,17633818881669,
100,22,Ruby,1579399347000,371603,martin,CA,1761380964089,
100,21,Java,1581123999000,1203590,al1,FR,94818725029994,
100,20,Bash,1582159710000,2715508,Anth,SE,43943627200135,
100,18,PHP,1579399347000,1987512,FreexXx,FR,39064001712713,
100,18,PHP,1580171415000,3535500,[symfunc]polnaer,FR,55471788620754,
100,18,Java,1580949098000,3229071,megawarrior,UA,25970334501033,
100,18,OCaml,1581986228000,1606588,inoryy,GB,40823886320345,
100,16,Python3,1579566904000,311035,leojean890,FR,42398427701382,
100,15,C#,1582332451000,1274026,Sethius,CA,26056881327252,
100,13,C,1579221099000,889789,Alain-Delpuch,FR,3105645724538,
100,13,C#,1581641166000,1830993,jpcheck,CA,10852396611864,
100,13,PHP,1581901348000,820000,ValGrowth,JP,95440985747208,
100,12,C++,1582245023000,734401,b0n5a1,FR,1848632360793,
100,10,D,1579481986000,2043908,AntiSquid,,,
100,9,TypeScript,1579048219000,2373953,Dridriun,FR,64609504937617,
100,9,PHP,1580085020000,1412263,PatrickMcGinnisII,US,75707267075165,
100,9,Scala,1582245023000,1740037,ereiam,FR,12669494111004,
100,8,C#,1580085020000,1172385,LuckyMe,NL,5881502329792,
100,7,C#,1579739745000,1728288,MOLP,FR,25530098163966,
100,7,Javascript,1582074207000,886483,R4N4R4M4,FR,7943435133357,
100,4,PHP,1580171415000,3424530,[symfunc]_Dreamer,FR,57972349624681,
100,4,PHP,1580862619000,888898,helgui,RU,22560718540069,
100,3,Python3,1580344999000,3154694,TheAristos,GB,24978952121057,
100,2,C++,1581381019000,1540478,struct,PT,61418101984360,
100,1,C#,1578961821000,3635300,joni75014,FR,,
100,1,Java,1578961821000,3619907,,,,
100,1,Python3,1579153312000,1264581,BenjiIsBack,FR,3923029907355,
100,1,Java,1579653574000,1251381,ZepHead,CA,4296470051610,
100,1,Python3,1579739745000,3411075,Elioh,LB,31549322733424,
100,1,C#,1579912896000,3564520,Rwazek,FR,36566182562296,
100,1,C++,1579912896000,3656257,,FR,,
100,1,Python3,1579912896000,1849062,AnkitAnand_12,IN,11046628570924,
100,1,Java,1580000658000,3656250,PaoloBettelini,CH,39699609982488,
100,1,C++,1580603442000,3432879,Niki88,,,
100,1,Bash,1580949098000,3670625,,FR,,
100,1,Python3,1581901348000,2763458,Lokoslav,SK,,
100,1,C++,1582245023000,3378060,Mehroz,PK,35712561630754,
100,1,Python3,1582245023000,3480275,gbg727,FR,,
