league.divisionIndex,score,programmingLanguage,creationTime,agentId,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#multi|count=4|time=2023-11-20T04:08:05
1,24.28,Go,1683445910144,4816639,4769707,NicolasCDT,FR,79709123550927,
1,23.61,Go,1664911146428,4479907,5052454,chris.steele,US,89311405495927,
1,23.33,Go,1654035413411,4307650,224325,[BZH]TidyMaze,FR,2654133392410,
1,23.13,Go,1679480697048,4774213,5346722,2280909,RU,,
