league.divisionIndex,score,programmingLanguage,creationTime,agentId,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#multi|count=1|time=2025-11-10T04:17:30
1,24.42,Swift,1642285343804,3972162,4656633,Mave1,DE,,
