score,criteriaScore,programmingLanguage,creationTime,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#golf|count=146|time=2022-12-12T00:36:43
100,69,TypeScript,1644283073000,4341304,Remi.,FR,97662026388574,
100,71,TypeScript,1627956506000,1675034,francois,FR,15464459859531,
100,73,TypeScript,1643935299000,3845610,pardouin,FR,60364063762936,
100,77,TypeScript,1625966016000,3354337,Westicles,CX,79146641399080,
100,79,TypeScript,1648946761000,2928146,LolCat,MU,22538133010433,
100,80,TypeScript,1655253034000,3918583,mikmak,FR,48134583112917,
100,82,TypeScript,1628470037000,2288263,dbdr,UA,43448306132121,
100,82,TypeScript,1628988246000,2315158,luigi_gelato,DE,,
100,82,TypeScript,1651712586000,3514975,PhuRiNaT,TH,97597367576293,
100,83,TypeScript,1627606956000,155774,dwarfie,FR,17785582865119,
100,84,TypeScript,1613012353000,1483723,d-s-x,RU,4980051025170,
100,96,TypeScript,1582418746000,371603,martin,CA,1761380964089,
100,99,TypeScript,1667003439000,893541,wala,FR,97577641170180,
100,107,TypeScript,1586138427000,1845617,Shingy,AU,26010702723839,
100,107,TypeScript,1614997856000,4166845,HugeMissedSteak,NL,59373221969418,
100,111,TypeScript,1667262632000,5062387,Tenclea,FR,106873645042836,
100,113,TypeScript,1579481991000,1654818,tarapitha,EE,79401682508715,
100,113,TypeScript,1642984278000,4672487,inem,RU,75989745808206,
100,114,TypeScript,1653957035000,1390607,Ivan_Derzhylo,UA,67601821029462,
100,115,TypeScript,1603077429000,1515891,ndc,RU,57247748477088,
100,116,TypeScript,1636072587000,1441239,Dyd,IT,71707560017158,
100,116,TypeScript,1644885752000,2874091,5DN1L,GB,79633423380001,
100,118,TypeScript,1591144990000,940791,Kris117,FR,16280535626899,
100,118,TypeScript,1598229531000,2923506,darkhorse64,FR,23496414257567,
100,121,TypeScript,1601606626000,1045485,Jessie,FR,9025608819920,
100,126,TypeScript,1616296036000,4095128,Voltmachine,BG,56919066754571,
100,126,TypeScript,1622083007000,2589340,Zource,NL,,
100,126,TypeScript,1622083007000,4300969,thomasgonda3,US,63048681225268,
100,127,TypeScript,1570494633000,1629259,Marchete,ES,61997162908277,
100,127,TypeScript,1635036435000,4487490,cnk_gr,GR,69672501862552,
100,127,TypeScript,1655512240000,481564,mihei,RU,4454400756022,
100,128,TypeScript,1605574795000,4011783,sylbouns,FR,51693040520151,
100,128,TypeScript,1618890338000,1179950,PattoWaGuruDesu,FR,94806006573123,
100,128,TypeScript,1643511138000,4694923,AntonBlockchain,RU,77199284320897,
100,129,TypeScript,1636334041000,3847872,[CG]Gaspar,FR,45599449537807,
100,129,TypeScript,1661387438000,4998001,x7bit,ES,87411660976314,
100,131,TypeScript,1652834581000,1788623,knarfw,FR,10389790303031,
100,133,TypeScript,1615343624000,4180659,abrman,SK,74762185405103,
100,137,TypeScript,1570324673000,351062,Neumann,FR,17173563008577,
100,138,TypeScript,1614138694000,762642,Wonyoung,KR,4963742317694,
100,139,TypeScript,1582853289000,1740037,ereiam,FR,12669494111004,
100,141,TypeScript,1619931035000,1861852,Cramer,DE,13289802969874,
100,147,TypeScript,1620276231000,4156154,issogood,CH,59814183471795,
100,149,TypeScript,1628470037000,4124688,Murat_Eroglu,TR,91676687994670,
100,153,TypeScript,1572568227000,2786666,TetraktysPhi,FR,20818693590142,
100,157,TypeScript,1646181035000,2371389,Franta,CZ,16642908084028,
100,159,TypeScript,1640046631000,1205108,jval,KZ,73581028678836,
100,161,TypeScript,1595810257000,3808031,_proton,US,44172683522650,
100,165,TypeScript,1590108760000,2438514,davi_bart,IT,16905477283014,
100,168,TypeScript,1623384819000,2320995,Photon_,LT,,
100,173,TypeScript,1645144930000,4083537,DavidAvsajanishvili,GE,55847109957826,
100,174,TypeScript,1623294168000,3801079,jokovitch,FR,63561229827062,
100,183,TypeScript,1654216241000,2286441,Omiganox,FR,77264961418970,
100,186,TypeScript,1597365027000,3869618,tsds,RU,46148249699201,
100,187,TypeScript,1580430625000,1436776,BrainSolver,FR,10099178983053,
100,187,TypeScript,1660696570000,4047152,Willard21,US,53068420450889,
100,187,TypeScript,1663115770000,3937932,OnTheBrink,US,48767985547757,
100,189,TypeScript,1651797041000,1802967,Meruem,FR,31992166318610,
100,189,TypeScript,1652403090000,1939310,MasterOf_,PT,81080588549660,
100,189,TypeScript,1660785512000,1475413,AlucardDH,FR,4898493641535,
100,190,TypeScript,1650846640000,1664043,GloboGamer,LV,85826389244637,
100,191,TypeScript,1626224898000,2641712,Scarlatine,SE,19128425061644,
100,193,TypeScript,1629073826000,4083405,jzen,DK,70320380398625,
100,193,TypeScript,1631752780000,924425,poney,FR,4382318176417,
100,193,TypeScript,1654993835000,935744,Alcalyn,FR,12077756999042,
100,195,TypeScript,1625013435000,4072753,mdstoy,JP,54294744903755,
100,195,TypeScript,1663029972000,4275410,rk2021,PL,,
100,198,TypeScript,1588554775000,1114834,k4ng0u,FR,26037223936643,
