score,criteriaScore,programmingLanguage,creationTime,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#golf|count=70|time=2019-10-18T00:59:14
100,71,Ruby,1567946835000,2288263,dbdr,UA,43448306132121,
100,73,Ruby,1567946835000,1654818,tarapitha,EE,79401682508715,
100,75,Ruby,1567946835000,805067,Magus,FR,24623991925371,
100,75,Ruby,1567946835000,2178794,Unihedron,HK,17500773502453,
100,81,Ruby,1567946835000,1193408,DoubleZeroSteph,FR,3015400557516,
100,82,Ruby,1567946835000,334009,abouvier,FR,4681436111242,
100,85,Ruby,1567946835000,1515891,ndc,RU,57247748477088,
100,85,Ruby,1567946835000,973040,papyjo,FR,15696776172839,
100,86,Ruby,1567946835000,155774,dwarfie,FR,17785582865119,
100,88,Ruby,1567946835000,3217628,,,,
100,88,Ruby,1567946835000,2407700,adoxography,CA,52429928219629,
100,88,Ruby,1569285044000,2928146,LolCat,MU,22538133010433,
100,90,Ruby,1567946835000,1436776,BrainSolver,FR,10099178983053,
100,90,Ruby,1567946835000,2416641,Zenoscave,US,16732569385856,
100,90,Ruby,1571273995000,1299811,bin0m,UA,,
100,91,Ruby,1567946835000,1473017,justhalf,SG,5020626234049,
100,93,Ruby,1567946835000,1001096,MyIIone,AT,4231449697357,
100,95,Ruby,1567946835000,1110112,RShields,US,6141095857669,
100,95,Ruby,1567946835000,1353795,TheCrucial,PL,18581166493021,
100,95,Ruby,1569371441000,1377377,Klumbe,DE,,
100,96,Ruby,1567946835000,884874,Zauberer,JP,,
100,96,Ruby,1569803441000,893541,wala,FR,97577641170180,
100,97,Ruby,1567946835000,490905,lechium06_,PL,1716926865465,
100,98,Ruby,1567946835000,1629259,Marchete,ES,61997162908277,
100,98,Ruby,1567946835000,1870937,westicles,,,
100,99,Ruby,1567946835000,1481673,robymus,HU,7200546412094,
100,100,Ruby,1567946835000,1038830,rubicon,PL,2504386701540,
100,101,Ruby,1567946835000,1853956,Nkoyan,FR,108956788280248,
100,101,Ruby,1569458169000,1920520,brady,DE,12243350869311,
100,102,Ruby,1567946835000,1569823,Niako,FR,11911528647474,
100,102,Ruby,1568161846000,1351763,gatto,IT,4308899276162,
100,103,Ruby,1567946835000,1390607,GoperJohn,UA,67601821029462,
100,103,Ruby,1567946835000,2242201,Maryan,UA,33999460575859,
100,103,Ruby,1567946835000,2786666,TetraktysPhi,FR,20818693590142,
100,103,Ruby,1567946835000,1076583,olimago,FR,20459502851836,
100,112,Ruby,1567946835000,482445,BogdanSavchenko,UA,9319024256259,
100,112,Ruby,1567946835000,1740037,ereiam,FR,12669494111004,
100,113,Ruby,1567946835000,854169,Silmaen,FR,26099485782783,
100,115,Ruby,1567946835000,3197648,Arcelmi,DE,78608620596184,
100,116,Ruby,1567946835000,1938265,ANONYMOUS42,DZ,64358868697596,
100,117,Ruby,1567946835000,1962352,DPAmar,FR,56994389567033,
100,117,Ruby,1567946835000,1472747,GrSpirit,RU,8676157706088,
100,117,Ruby,1567946835000,886483,R4N4R4M4,FR,7943435133357,
100,117,Ruby,1567946835000,1464932,Tiramon,DE,12287237914571,
100,118,Ruby,1567946835000,2510517,Turtlefight,DE,17686753344865,
100,122,Ruby,1567946835000,2565265,Asencod,PL,,
100,122,Ruby,1569025948000,2744095,ArSeNiK,TH,,
100,123,Ruby,1567946835000,1731005,4X_Pro,RU,10534592256223,
100,124,Ruby,1567946835000,1739595,Bemethor,FR,56657523489584,
100,124,Ruby,1567946835000,587769,infusion,DE,2936450004591,
100,125,Ruby,1567946835000,1691111,Swarlston,DE,,
100,126,Ruby,1567946835000,1802967,Meruem,FR,31992166318610,
100,127,Ruby,1567946835000,911777,MasakiKyosuke,FR,1954689592247,
100,129,Ruby,1567946835000,2662675,redline,RU,32285225120121,
100,132,Ruby,1567946835000,1528178,RexT,US,32625403827033,
100,133,Ruby,1567946835000,1065845,Oli8,FR,2986082369890,
100,133,Ruby,1567946835000,3403813,davispuh,LV,,
100,135,Ruby,1567946835000,2559690,code_poet,CO,29889305122339,
100,139,Ruby,1567946835000,3319832,kocao,BR,27398467476721,
100,139,Ruby,1571013055000,3503501,Dagnarus,DE,36515983488795,
100,140,Ruby,1569371441000,3226448,tobk,DE,34085008032999,
100,142,Ruby,1567946835000,1518504,bohuss,SK,5792284370171,
100,146,Ruby,1569976256000,2802859,tdeo,FR,31607108989050,
100,158,Ruby,1567946835000,1388076,Siruker,EE,5686601100212,
100,181,Ruby,1567946835000,2123646,JoliPapon,FR,,
100,189,Ruby,1567946835000,257832,BlaiseEbuth,,,
100,302,Ruby,1567946835000,3373604,racamsi,FR,,
100,346,Ruby,1567946835000,3341441,malvins,BR,28646402505874,
100,350,Ruby,1567946835000,3319107,andersonar2004,BR,27398880295299,
100,700,Ruby,1567946835000,3347243,tb_beerus,IN,,
