league.divisionIndex,score,programmingLanguage,creationTime,agentId,codingamer.userId,pseudo,codingamer.countryId,codingamer.avatar,#multi|count=2|time=2024-06-12T04:08:30
0,21.59,PHP,1700620022829,5112834,1412263,PatrickMcGinnisII,US,75707267075165,
0,16.03,PHP,1714421017795,5372078,2631176,Sedera,MG,43718808156249,
